id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4688422,Rental unit in Manly · ★4.71 · 2 bedrooms · 3 beds · 1.5 baths,13396297,Anne,,Manly,-33.8056,151.28433,Entire home/apt,300,1,36,28/1/2023,0.35,1,31,13,PID-STRA-26284
39681254,Rental unit in Manly · ★5.0 · 1 bedroom · 1 bed · 1 bath,25316226,Joel,,Manly,-33.80512,151.28907,Entire home/apt,110,90,3,12/12/2019,0.07,1,0,0,
22314790,Rental unit in Manly · 1 bedroom · 2 beds · 1 bath,48897764,Simon,,Manly,-33.79627,151.28476,Entire home/apt,190,90,1,6/1/2018,0.02,1,0,0,
39446599,Guesthouse in Eastwood · 1 bedroom · 1 bed · 1 bath,152329169,Ebrahim,,Ryde,-33.78597,151.09255,Entire home/apt,70,90,0,,,1,0,0,PID-STRA-26166
43629106,Rental unit in Manly · ★5.0 · 2 bedrooms · 4 beds · 2 baths,348372472,Jo,,Manly,-33.791103,151.28688,Entire home/apt,742,2,27,25/3/2023,0.85,1,282,10,PID-STRA-10013
43628597,Rental unit in Manly · 3 bedrooms · 3 beds · 2 baths,297977860,Matthew,,Manly,-33.80209,151.29462,Entire home/apt,956,2,1,4/10/2020,0.03,6,0,0,PID-STRA-7397-2
43619457,Rental unit in Manly · 3 bedrooms · 3 beds · 2 baths,26816558,Gemma,,Manly,-33.79515,151.28498,Entire home/apt,560,90,0,,,2,0,0,
8.92849E+17,Cabin in Queenscliff · ★New · Studio · 1 bed · 1 bath,514356697,Justine,,Manly,-33.78488,151.28432,Entire home/apt,249,2,0,,,1,239,0,PID-STRA-51614
44067842,Home in Fairlight · 3 bedrooms · 2 beds · 2.5 baths,4170245,Irmke,,Manly,-33.79209,151.27732,Entire home/apt,234,3,0,,,3,54,0,PID-STRA-45916
8.45977E+17,Rental unit in West Ryde · ★4.67 · 1 bedroom · 1 bed · 1 bath,4860812,Kirrili,,Ryde,-33.81324,151.08791,Entire home/apt,120,1,9,31/5/2023,3.65,1,118,9,PID-STRA-49889
871059,Rental unit in Mosman · ★4.65 · 2 bedrooms · 4 beds · 1 bath,1624979,James,,Mosman,-33.82221,151.24368,Entire home/apt,256,1,288,21/5/2023,2.28,1,135,53,PID-STRA-17912
873817,Guest suite in Rozelle · ★4.86 · 1 bedroom · 2 beds · 1 bath,2198824,Skye,,Leichhardt,-33.86449,151.17325,Entire home/apt,269,4,71,15/3/2023,0.6,2,253,3,PID-STRA-13935
360141,Guest suite in Marrickville · ★4.92 · 1 bedroom · 2 beds · 1 bath,1821747,Scott,,Marrickville,-33.91701,151.15206,Entire home/apt,111,7,179,21/5/2023,1.31,1,20,15,PID-STRA-1700
363237,Rental unit in Summer Hill · ★4.67 · 1 bedroom · 1 bed · 1 bath,1835730,Mina,,Ashfield,-33.88749,151.14016,Entire home/apt,85,90,3,31/10/2014,0.03,1,0,0,
11156,Rental unit in Potts Point · ★4.59 · 1 bedroom · 1 bed · 1 shared bath,40855,Colleen,,Sydney,-33.86767,151.22497,Private room,65,90,195,13/3/2020,1.19,1,364,0,
15253,Condo in Darlinghurst · ★4.50 · 1 bedroom · 1 bed · 1 private bath,59850,Morag,,Sydney,-33.87964,151.2168,Private room,107,1,499,2/6/2023,3.63,2,181,85,
877757,Rental unit in Sans Souci · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,4638388,Michelle,,Rockdale,-33.98874,151.14479,Private room,40,90,137,1/10/2018,1.09,2,0,0,
44545,Loft in Darlinghurst · ★4.87 · 1 bedroom · 1 bed · 1 bath,112237,Atari,,Sydney,-33.87888,151.21439,Entire home/apt,130,90,76,3/1/2020,0.49,1,0,0,
58506,Guest suite in Mosman · ★4.60 · 1 bedroom · 3 beds · 1 bath,279955,John,,Mosman,-33.81748,151.23484,Entire home/apt,170,2,387,2/6/2023,2.56,1,177,56,PID-STRA-2810
363282,Rental unit in Elizabeth Bay · ★4.81 · 1 bedroom · 1 bed · 1 bath,1835060,Sarah,,Sydney,-33.87112,151.22452,Entire home/apt,300,2,101,8/5/2023,0.76,1,360,18,PID-STRA-8581
880594,Rental unit in Balgowlah · ★4.81 · 1 bedroom · 1 bed · 1 bath,4657452,Alison,,Manly,-33.79284,151.25695,Entire home/apt,160,2,76,7/4/2023,0.68,1,52,12,PID-STRA-6963
366856,Rental unit in Bondi · ★4.49 · 1 bedroom · 1 bed · 1 bath,1852102,Ann And Mad,,Waverley,-33.89465,151.26372,Entire home/apt,183,2,161,21/5/2023,1.21,3,217,27,PID-STRA-6434-2
366857,Rental unit in Bondi · ★4.63 · 1 bedroom · 1 bed · 1 bath,1852102,Ann And Mad,,Waverley,-33.89247,151.26267,Entire home/apt,164,2,145,23/4/2023,1.28,3,238,22,PID-STRA-6430
880940,Guest suite in Hunters Hill · ★4.91 · 1 bedroom · 1 bed · 1 private bath,4660343,Sue,,Hunters Hill,-33.83066,151.13443,Private room,128,2,151,3/6/2023,1.2,1,297,27,
61721,Rental unit in Bondi Beach · ★4.42 · 2 bedrooms · 2 beds · 1 bath,299170,Eilish,,Waverley,-33.88905,151.27653,Entire home/apt,245,90,33,7/4/2021,0.22,1,309,0,
883062,Loft in Dover Heights · ★4.95 · 1 bedroom · 1 bed · 1 private bath,4674300,Rick,,Waverley,-33.87812,151.28016,Private room,149,3,102,24/4/2023,0.88,1,146,28,PID-STRA-10235
67112,Home in Marrickville · ★4.81 · 1 bedroom · 1 bed · 1.5 shared baths,160705,Liz,,Marrickville,-33.91353,151.13982,Private room,75,90,23,17/12/2019,0.15,1,363,0,
374072,Home in North Bondi · ★4.69 · 4 bedrooms · 6 beds · 2 baths,1882151,Pascal,,Waverley,-33.88498132,151.2741928,Entire home/apt,600,5,14,6/1/2020,0.12,1,42,0,PID-STRA-51937
885875,Home in Redfern · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,4696375,Jerry,,Sydney,-33.89542,151.20915,Private room,160,1,152,5/3/2023,1.21,1,363,13,
379498,Townhouse in Surry Hills · ★4.57 · 2 bedrooms · 2 beds · 1.5 baths,1817516,Micky,,Sydney,-33.88331,151.21261,Entire home/apt,203,90,47,22/4/2022,0.39,2,316,0,PID-STRA-38235
68999,Home in Cherrybrook · ★4.96 · 2 bedrooms · 3 beds · 2.5 shared baths,333581,Bryan,,Hornsby,-33.72966,151.05226,Private room,107,1,94,7/5/2023,0.65,1,248,19,
71866,Rental unit in Randwick · ★4.30 · 2 bedrooms · 3 beds · 1 bath,292913,Marzena,,Randwick,-33.9086,151.25185,Entire home/apt,189,4,11,12/5/2023,0.1,6,314,3,PID-STRA-23689
894042,Home in Fairlight · ★5.0 · 3 bedrooms · 4 beds · 2 baths,4757350,Jill,,Manly,-33.7934,151.27906,Entire home/apt,500,7,24,25/4/2023,0.32,1,110,6,Exempt
381091,Rental unit in Surry Hills · ★4.92 · 1 bedroom · 1 bed · 1 bath,1905189,Michael,,Sydney,-33.88362,151.21188,Entire home/apt,149,90,350,7/3/2020,2.57,1,0,0,
386997,Rental unit in Chippendale · ★4.76 · 2 bedrooms · 2 beds · 1 bath,1936434,Thais,,Sydney,-33.88721,151.19794,Entire home/apt,234,7,239,21/5/2023,1.77,13,195,21,PID-STRA-12323-2
894233,Rental unit in North Sydney · ★4.21 · 1 bedroom · 1 bed · 1 bath,4760016,Benjamin,,North Sydney,-33.84462,151.20502,Entire home/apt,999,90,36,5/4/2016,0.29,2,177,0,
397905,Condo in Dover Heights · ★4.88 · 3 bedrooms · 1 bed · 2 shared baths,1987029,Janice,,Waverley,-33.88478,151.28112,Private room,50,90,8,21/5/2018,0.06,1,0,0,
403909,Home in Sydney · 1 bedroom · 1 bed · 1 bath,2013669,Claire,,Woollahra,-33.88815,151.23214,Private room,75,90,1,4/1/2016,0.01,1,0,0,
75702,Rental unit in Malabar · ★4.94 · 1 bedroom · 1 bed · 1 bath,402292,Helen,,Randwick,-33.96643,151.24885,Entire home/apt,139,3,326,28/5/2023,2.2,2,55,21,PID-STRA-4737
898999,Rental unit in Tamarama · 2 bedrooms · 2 beds · 1.5 baths,3704773,Lauren,,Waverley,-33.89702,151.26793,Entire home/apt,400,90,0,,,1,0,0,
86853,Rental unit in Bondi · ★4.66 · 2 bedrooms · 2 beds · 1 bath,476047,Ann,,Waverley,-33.894576,151.266382,Entire home/apt,289,2,162,14/4/2023,1.25,1,260,18,PID-STRA-6436
405375,Home in Stanmore · ★4.74 · 2 bedrooms · 2 beds · 1 bath,2020220,Mark,,Marrickville,-33.89387,151.16585,Entire home/apt,250,3,38,25/3/2023,0.35,2,15,7,PID-STRA-11196
908809,Rental unit in Fairlight · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,4871762,Cheryl,,Manly,-33.79735,151.27686,Private room,135,2,290,30/5/2023,2.32,1,170,50,
410073,Rental unit in Woolloomooloo · ★4.72 · 1 bedroom · 2 beds · 1 bath,2041405,Tabitha,,Sydney,-33.87154,151.22094,Entire home/apt,173,5,225,30/5/2023,1.68,2,52,11,PID-STRA-30125
411828,Guesthouse in Lane Cove North · ★4.67 · 1 bedroom · 1 bed · 1 private bath,1391360,David,,Lane Cove,-33.80525,151.15999,Private room,84,2,161,29/5/2023,1.2,1,286,35,PID-STRA-8871-2
87709,Home in North Wahroonga · ★4.90 · 1 bedroom · 1 bed · 1 bath,480315,Marianne,,Ku-Ring-Gai,-33.70174,151.12481,Private room,70,90,24,7/5/2021,0.17,1,0,0,
103273,Rental unit in Bondi Beach · ★4.54 · 2 bedrooms · 3 beds · 1 bath,185783910,Annie,,Waverley,-33.88978958,151.2842102,Entire home/apt,239,2,84,22/4/2023,0.57,47,340,16,PID-STRA-4507
909118,Guesthouse in Avalon · ★4.87 · 1 bedroom · 1 bed · 1 bath,4874588,Heidi,,Pittwater,-33.63597,151.32385,Entire home/apt,150,2,287,10/5/2023,2.3,1,255,49,PID-STRA-13910-1
104393,Rental unit in Bondi Beach · ★4.80 · 2 bedrooms · 3 beds · 1 bath,543277,Joseph,,Waverley,-33.8886,151.27887,Entire home/apt,234,7,84,5/1/2023,0.57,2,327,1,PID-STRA-41785
910871,Home in Balgowlah Heights · ★4.83 · 3 bedrooms · 3 beds · 3 baths,4887010,Kerry,,Manly,-33.80811,151.26688,Entire home/apt,360,90,6,3/8/2022,0.06,1,208,1,PID-STRA-13628
105938,Home in Newport · ★5.0 · 2 bedrooms · 3 beds · 2 baths,549372,Susanne,,Pittwater,-33.64793,151.31775,Entire home/apt,361,14,19,6/4/2023,0.24,1,338,3,PID-STRA-6470
413968,Townhouse in Rosehill · 2 bedrooms · 1 bed · 1.5 shared baths,2059690,Deyaco,,Parramatta,-33.82469,151.02031,Private room,71,168,0,,,2,358,0,
910981,Rental unit in Manly · ★4.86 · 2 bedrooms · 2 beds · 1 bath,4759578,Naomi,,Manly,-33.80079,151.2872,Entire home/apt,265,30,22,26/4/2023,0.19,1,310,4,PID-STRA-23905
421997,Guest suite in Bilgola · ★4.93 · Studio · 1 bed · 1 bath,2098455,Leigh & Phillip,,Pittwater,-33.63919,151.32076,Entire home/apt,190,2,161,24/4/2023,1.27,1,336,13,PID-STRA-2339
118658,Rental unit in North Bondi · ★4.33 · 2 bedrooms · 2 beds · 1 bath,599232,James,,Waverley,-33.88918,151.28414,Entire home/apt,225,90,5,15/4/2012,0.04,1,91,0,
915054,Home in Cottage Point · ★4.58 · 4 bedrooms · 6 beds · 3 baths,4912002,Moshe,,Warringah,-33.61778,151.20291,Entire home/apt,1293,2,65,22/1/2023,0.54,1,362,8,PID-STRA-4414
135691,Rental unit in Bondi · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,501973,Francine,,Waverley,-33.88823,151.26238,Private room,180,3,36,14/3/2023,0.26,1,179,3,
446497,Home in Fairlight · ★4.64 · 3 bedrooms · 3 beds · 2 baths,2200681,Sarah,,Manly,-33.79529,151.27065,Entire home/apt,625,90,11,30/12/2019,0.08,1,363,0,PID-STRA-20417
918892,Vacation home in Narrabeen · ★4.44 · 2 bedrooms · 3 beds · 2 baths,4915883,Elizabeth,,Warringah,-33.71344757,151.2997437,Entire home/apt,275,7,9,31/12/2022,0.07,2,288,2,PID-STRA-2231
460109,Rental unit in Clovelly · ★4.64 · 1 bedroom · 1 bed · 1 bath,2260791,Ursula,,Randwick,-33.91579,151.26554,Entire home/apt,85,90,15,25/10/2015,0.11,1,0,0,
153444,Rental unit in Potts Point · ★4.76 · 1 bedroom · 1 bed · 1 bath,733574,Tobias,,Sydney,-33.87249,151.22479,Entire home/apt,189,5,240,27/5/2023,1.83,3,43,12,PID-STRA-6256
923880,Rental unit in Randwick · ★4.94 · 1 bedroom · 1 bed · 1 bath,4969200,Jasmin,,Randwick,-33.92501,151.24168,Entire home/apt,145,21,17,24/5/2023,0.17,1,29,9,PID-STRA-30136
154958,Rental unit in Kurraba Point · ★4.87 · Studio · 1 bed · 1 bath,745322,Brendan,,North Sydney,-33.84568,151.22382,Entire home/apt,193,3,15,31/5/2023,0.1,1,81,8,PID-STRA-45134
466383,Home in North Curl Curl · ★5.0 · 4 bedrooms · 6 beds · 2.5 baths,2315641,John,,Warringah,-33.762707,151.298065,Entire home/apt,1280,5,3,8/1/2023,0.03,1,0,1,PID-STRA-33596
929853,Rental unit in Sydney · ★4.33 · 2 bedrooms · 2 beds · 1 bath,5007351,Amy-Louise,,Woollahra,-33.88912,151.25643,Entire home/apt,309,90,8,21/9/2014,0.06,1,365,0,
471389,Home in Waterloo · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,490818,Craig,,Sydney,-33.90224,151.20504,Private room,80,6,204,27/5/2023,1.53,2,199,45,
166468,Rental unit in Dee Why · ★4.47 · 2 bedrooms · 2 beds · 1 bath,519216,Godelieve,,Warringah,-33.75781,151.29074,Entire home/apt,158,90,18,4/4/2018,0.14,1,90,0,PID-STRA-25953
934398,Boutique hotel in Kings Cross · ★4.86 · 1 bedroom · 1 bed · 1 private bath,5040528,George,,Sydney,-33.87444,151.22502,Private room,160,3,7,27/2/2023,0.13,2,0,2,Exempt
196157,Home in East Lindfield · ★4.84 · 1 bedroom · 1 bed · 1 private bath,954713,Gill,,Ku-Ring-Gai,-33.76546,151.18476,Private room,70,2,64,3/6/2023,0.45,2,103,2,
472566,Home in Manly Vale · ★4.93 · 2 bedrooms · 3 beds · 1 bath,2343880,Clive & Terese,,Warringah,-33.78446,151.2747,Entire home/apt,280,5,104,2/6/2023,0.78,1,132,18,PID-STRA-7520-2
934543,Guesthouse in Fairlight · ★4.95 · 2 bedrooms · 3 beds · 1 bath,5041727,Linda,,Manly,-33.79261,151.27953,Entire home/apt,200,3,73,18/4/2023,0.72,2,65,13,PID-STRA-3076
475512,Rental unit in Sydney · ★4.75 · 1 bedroom · 2 beds · 1 bath,2357596,Loretta,,Waverley,-33.89375,151.26337,Entire home/apt,130,10,81,22/3/2023,0.61,1,72,7,PID-STRA-2073
199043,Rental unit in Rosebery · ★4.79 · 1 bedroom · 1 bed · 2.5 baths,972136,Marty,,Sydney,-33.91417,151.21069,Private room,74,90,71,7/7/2016,0.5,1,90,0,
199669,Home in Bondi Beach · ★4.82 · 2 bedrooms · 2 beds · 1 bath,975349,Susie,,Waverley,-33.88867,151.27357,Entire home/apt,292,7,18,31/3/2023,0.16,1,337,5,PID-STRA-17999
941603,Guest suite in Putney · ★4.93 · 2 bedrooms · 2 beds · 1 bath,5091457,Stephanie,,Ryde,-33.82926,151.10707,Entire home/apt,165,2,109,4/6/2023,0.88,1,204,13,PID-STRA-3979
210439,Rental unit in Sydney · ★4.79 · 1 bedroom · 1 bed · 1 bath,519412,Sarah,,Sydney,-33.86721,151.2261,Entire home/apt,110,90,19,7/1/2020,0.2,1,0,0,
491774,Rental unit in Bondi · ★4.0 · 2 bedrooms · 2 beds · 1 bath,2430529,Dagmar,,Waverley,-33.89332,151.27289,Entire home/apt,250,90,3,17/4/2018,0.04,3,179,0,
944360,Home in Redfern · ★4.93 · 1 bedroom · 1 bed · 1 bath,5112319,Sarah,,Sydney,-33.89383,151.21601,Entire home/apt,220,3,134,30/4/2023,1.07,1,245,16,PID-STRA-4882-2
496747,Rental unit in Bondi · 1 bedroom · 1 bed · 1 bath,2453312,Kit,,Waverley,-33.89283,151.26773,Private room,70,90,1,3/1/2016,0.01,1,0,0,
498008,Rental unit in Sydney · ★4.64 · 2 bedrooms · 2 beds · 1 bath,2351093,Mirko,,Sydney,-33.86452397,151.2075994,Entire home/apt,300,3,432,29/5/2023,3.37,1,250,47,PID-STRA-10317
219030,Rental unit in Bondi · ★4.41 · 3 bedrooms · 3 beds · 1 bath,490291,Ingrid,,Waverley,-33.89286,151.26631,Entire home/apt,300,4,100,22/5/2023,0.72,2,211,11,PID-STRA-8961
948716,Vacation home in Manly · ★4.75 · 1 bedroom · 1 bed · 1 bath,4915883,Elizabeth,,Manly,-33.79749,151.28629,Entire home/apt,250,60,4,20/4/2022,0.04,2,362,0,PID-STRA-2235-1
225478,Home in Bundeena · ★4.81 · 3 bedrooms · 4 beds · 2.5 baths,1174760,Christian,,Sutherland Shire,-34.08323,151.15674,Entire home/apt,597,2,37,17/5/2023,0.29,1,344,6,PID-STRA-8241
949950,Loft in Rushcutters Bay · ★4.58 · 1 bedroom · 1 bed · 1 bath,2311627,Nicole,,Sydney,-33.87629,151.22771,Entire home/apt,344,3,19,23/3/2023,0.15,1,176,7,PID-STRA-31726
232782,Loft in Sydney · ★4.62 · 1 bedroom · 3 beds · 1 bath,1012161,Kirsteen,,Sydney,-33.8932,151.21055,Entire home/apt,110,90,21,4/1/2019,0.16,1,0,0,
255090,Rental unit in Darling Point · ★4.08 · 1 bedroom · 2 beds · 1 bath,1340540,Tommy,,Woollahra,-33.87621,151.2327,Entire home/apt,75,90,17,7/9/2019,0.12,1,129,0,
499631,Rental unit in Lugarno · ★4.74 · 2 bedrooms · 2 beds · 1 bath,2465634,Steven,,Hurstville,-33.98516,151.03709,Entire home/apt,75,14,43,24/12/2022,0.35,1,203,6,PID-STRA-6335
952331,Condo in Redfern · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,5169464,Spencer,,Sydney,-33.89416,151.19885,Private room,111,3,438,28/5/2023,3.51,1,113,28,
257847,Home in Maianbar · ★4.87 · 3 bedrooms · 4 beds · 2 baths,1356919,Laelie,,Sutherland Shire,-34.07948,151.125,Entire home/apt,275,4,32,1/1/2023,0.38,1,257,2,PID-STRA-4351
955738,Guesthouse in Wahroonga · ★4.67 · 1 bedroom · 4 beds · 1 bath,5193297,Linda And Cem,,Ku-Ring-Gai,-33.73721,151.09797,Entire home/apt,100,4,144,4/6/2023,1.16,2,255,22,PID-STRA-13478
537851,Rental unit in Manly · ★4.28 · 1 bedroom · 1 bed · 1 bath,2642660,Daniel,,Manly,-33.80339,151.28761,Entire home/apt,120,2,244,21/5/2023,1.84,1,136,40,PID-STRA-25926
964701,Rental unit in North Bondi · ★4.40 · 1 bedroom · 1 bed · 1 bath,5259382,Ty,,Waverley,-33.8877,151.28301,Private room,125,90,5,22/11/2018,0.04,1,0,0,
264513,Home in Willoughby East · ★4.63 · 6 bedrooms · 6 beds · 3 baths,1387801,Kristin,,Willoughby,-33.79382,151.20226,Entire home/apt,714,90,33,15/3/2020,0.24,1,0,0,
1004303,Home in Bondi · ★5.0 · 2 bedrooms · 2 beds · 1 bath,5538896,Kirsty,,Waverley,-33.89737,151.26514,Entire home/apt,264,1,11,30/4/2023,0.14,1,28,10,PID-STRA-5543
276617,Rental unit in Potts Point · ★4.78 · 1 bedroom · 2 beds · 1 bath,1261500,Hugh,,Sydney,-33.8727,151.22403,Entire home/apt,171,3,348,5/6/2023,2.5,5,12,35,PID-STRA-8777
539231,Rental unit in Newport · ★4.59 · 1 bedroom · 1 bed · 1 bath,2649331,Ann-Maree & Malcolm,,Pittwater,-33.65032,151.31931,Entire home/apt,186,7,238,30/5/2023,1.82,1,350,13,PID-STRA-35548
1004902,Rental unit in Vaucluse · Studio · 2 beds · 1 bath,5527256,Phil,,Woollahra,-33.86197081,151.277975,Entire home/apt,100,4,0,,,1,65,0,PID-STRA-51416
283378,Rental unit in Darlinghurst · 1 bedroom · 1 bed,1475640,Joe,,Sydney,-33.87561,151.22248,Private room,275,90,0,,,1,0,0,
1007871,Rental unit in Kensington · 2 bedrooms · 4 beds · 1 shared bath,5482707,Ainsley,,Randwick,-33.90891,151.21804,Private room,123,90,2,10/1/2017,0.02,1,0,0,
287388,Home in Alexandria · ★4.77 · 2 bedrooms · 2 beds · 1 bath,1495023,Jess,,Sydney,-33.90002,151.19963,Entire home/apt,300,5,14,28/1/2023,0.22,1,197,4,PID-STRA-13886
1014544,Home in Surry Hills · ★4.78 · 1 bedroom · 1 bed · 1.5 shared baths,1817516,Micky,,Sydney,-33.88243,151.21281,Private room,96,90,85,3/12/2019,0.72,2,148,0,
290146,Rental unit in Bellevue Hill · ★4.55 · 2 bedrooms · 2 beds · 2 baths,113874,Bondi Beach Holiday Homes,,Woollahra,-33.88596,151.25758,Entire home/apt,282,14,44,21/5/2023,0.39,35,157,13,PID-STRA-18604
555783,Condo in Surry Hills · ★4.52 · 2 bedrooms · 2 beds · 1 bath,2733544,Mathieu,,Sydney,-33.88807,151.20808,Entire home/apt,244,90,32,10/8/2018,0.24,1,0,0,
1016739,Boutique hotel in Coogee · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,5595776,David,,Randwick,-33.92489,151.25566,Private room,90,1,11,21/4/2022,0.09,11,0,0,PID-STRA-1237
1018623,Loft in Darlinghurst · ★4.79 · 2 bedrooms · 2 beds · 2 baths,3775524,Marcus,,Sydney,-33.87698,151.22803,Entire home/apt,488,7,58,14/4/2023,0.48,1,352,10,PID-STRA-1413
583321,Home in Bondi Beach · ★4.86 · 1 bedroom · 1 bed · 1 bath,2874517,Ross,,Waverley,-33.89092,151.2663,Private room,165,4,171,10/5/2023,1.33,2,332,16,
587669,Cabin in Palm Beach · ★4.84 · 2 bedrooms · 4 beds · 1.5 baths,2908016,Bobbie,,Pittwater,-33.60319,151.33141,Entire home/apt,519,2,96,21/4/2023,0.88,1,86,6,PID-STRA-25259
591662,Rental unit in Bondi · ★4.74 · 1 bedroom · 1 bed · 1 bath,1468090,Rahel,,Waverley,-33.89603,151.27194,Entire home/apt,350,90,55,22/6/2020,0.43,1,138,0,
290929,Rental unit in Paddington · ★4.83 · 2 bedrooms · 2 beds · 1 bath,1508328,Edwina,,Woollahra,-33.88401,151.23598,Entire home/apt,240,90,6,12/3/2013,0.05,1,0,0,
299749,Rental unit in Balgowlah · ★4.71 · 2 bedrooms · 1 bed · 1 bath,1544990,Lucy,,Manly,-33.79568,151.25972,Entire home/apt,150,90,7,17/2/2018,0.1,2,0,0,
1046319,Rental unit in North Bondi · ★4.67 · 3 bedrooms · 4 beds · 1 bath,5760128,Sophie,,Waverley,-33.88648,151.27875,Entire home/apt,174,90,4,2/8/2019,0.03,2,172,0,
323999,Rental unit in Malabar · ★5.0 · 2 bedrooms · 3 beds · 2 baths,402292,Helen,,Randwick,-33.96857,151.24942,Entire home/apt,160,10,8,9/8/2022,0.07,2,37,2,PID-STRA-4737
594776,Rental unit in Coogee · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,2938681,Shushann,,Randwick,-33.91346,151.25206,Private room,66,60,28,17/12/2022,0.22,1,221,1,
1046389,Rental unit in Bondi Beach · 2 bedrooms · 3 beds · 1 bath,5760128,Sophie,,Waverley,-33.88778,151.27824,Entire home/apt,150,90,1,5/7/2018,0.02,2,221,0,
329096,Home in Newtown · 3 bedrooms · 4 beds · 2 baths,1437903,Ruth,,Marrickville,-33.89498,151.17343,Entire home/apt,200,90,1,5/1/2013,0.01,1,0,0,
1051911,Home in Bilgola Beach · ★4.86 · 3 bedrooms · 4 beds · 2.5 baths,24721535,Beach Stays,,Pittwater,-33.64226,151.31098,Entire home/apt,713,2,14,29/12/2022,0.13,38,364,1,PID-STRA-21277
332960,Rental unit in Pyrmont · ★4.88 · 1 bedroom · 1 bed · 1.5 shared baths,1756420,Sydney Harbour,,Sydney,-33.86764,151.1895,Private room,155,1,28,25/5/2023,0.2,3,0,2,PID-STRA-50923
333002,Rental unit in Pyrmont · ★4.82 · 1 bedroom · 1 bed · 1.5 shared baths,1756420,Sydney Harbour,,Sydney,-33.86622,151.19123,Private room,129,1,21,2/3/2019,0.15,3,0,0,PID-STRA-50923
1060530,Home in Sydney · ★4.84 · 2 bedrooms · 2 beds · 1 private bath,5776669,Christopher,,North Sydney,-33.82662,151.22635,Private room,85,90,91,1/3/2020,0.79,1,364,0,
340563,Rental unit in Wollstonecraft · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,1727971,Gregory,,North Sydney,-33.83655,151.19656,Private room,155,3,16,3/3/2023,0.13,1,357,6,
606519,Home in Malabar · 1 bedroom · 2 beds · 1 bath,3004325,Mireille,,Randwick,-33.96999,151.25376,Private room,100,90,0,,,1,365,0,
1077610,Rental unit in Stanmore · ★4.54 · 1 bedroom · 1 bed · 1 bath,5929805,Alda,,Marrickville,-33.89536,151.16832,Entire home/apt,115,60,49,28/2/2023,0.42,1,115,1,PID-STRA-22600-3
614739,Home in Stanmore · 1 bedroom · 1 bed · 1 bath,3048738,Elise,,Marrickville,-33.88964,151.16805,Private room,45,90,2,31/10/2012,0.02,1,0,0,
352147,Rental unit in North Rocks · ★4.90 · 1 bedroom · 1 bed · 1 bath,1783493,Michelle,,The Hills Shire,-33.76058,151.01361,Private room,80,2,22,9/11/2019,0.17,1,234,0,PID-STRA-14039
1088417,Guesthouse in Gladesville · ★4.93 · 1 bedroom · 1 bed · 1 bath,5089202,Harriet,,Ryde,-33.81951,151.13023,Entire home/apt,100,3,139,30/4/2023,1.16,1,247,21,Exempt
1512380,Rental unit in Potts Point · ★4.96 · 1 bedroom · 1 bed · 2 baths,6413359,Nikki,,Sydney,-33.87263,151.22318,Entire home/apt,250,90,23,24/2/2020,0.32,1,0,0,
616822,Rental unit in Darlinghurst · ★4.69 · 1 bedroom · 1 bed · 1 bath,3046924,Contemporary Hotels,,Sydney,-33.87773,151.21481,Entire home/apt,309,3,13,28/3/2023,0.15,55,247,4,PID-STRA-22570
619474,Loft in Potts Point · ★4.73 · 1 bedroom · 2 beds · 1 bath,1261500,Hugh,,Sydney,-33.87334,151.2224,Entire home/apt,171,3,304,24/4/2023,2.32,5,27,38,PID-STRA-8773
1098211,Rental unit in Darlinghurst · ★4.22 · 1 bedroom · 1 bed · 1 bath,4099460,Serena,,Sydney,-33.8767,151.22058,Entire home/apt,126,90,9,13/1/2014,0.07,3,0,0,
633322,Rental unit in Manly · ★4.82 · 1 bedroom · 1 bed · 1 bath,3152466,Leah,,Manly,-33.80259,151.28761,Entire home/apt,186,90,93,12/3/2021,0.82,1,0,0,
651796,Rental unit in Maroubra · 1 bedroom · 1 bed · 1 shared bath,3275877,Elle,,Randwick,-33.94717,151.24245,Shared room,82,90,0,,,1,0,0,
1516013,Rental unit in Newtown · ★4.85 · Studio · 1 bath,8094649,Coleen,,Sydney,-33.89185,151.1801,Entire home/apt,143,4,112,26/5/2023,0.99,2,256,15,PID-STRA-20444-2
1104887,Rental unit in Newtown · ★4.82 · 1 bedroom · 1 bed · 1 bath,6051401,Gina,,Sydney,-33.89267,151.18615,Entire home/apt,149,90,94,7/8/2017,0.85,1,0,0,
1516150,Cabin in Sydney · 1 bedroom · 1 bed · 1 bath,8095513,Monika,,Randwick,-33.98099,151.2439,Entire home/apt,140,90,0,,,1,365,0,
